name,slug,full_name,type,publisher,description,source,popularity,star_count,pull_count,filter_type,certification_status,categories,operating_systems,architectures,logo_url,created_at,updated_at
cimg/python,cimg/python,CircleCI/cimg/python,image,CircleCI,nan,verified_publisher,0,4,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/0cbfb7f53476ae35e7f14c7ab3cef284.jpg?s=80&r=g&d=mm,2019-07-09 18:23:57.861228+00:00,2022-03-28 17:08:59.999437+00:00
bitnami/kube-state-metrics,bitnami/kube-state-metrics,Bitnami/bitnami/kube-state-metrics,image,Bitnami,Bitnami Docker Image for Kube-state-metrics,verified_publisher,0,9,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2018-04-04 13:38:14.302342+00:00,2022-04-12 18:18:18.150605+00:00
amazon/opendistro-for-elasticsearch,amazon/opendistro-for-elasticsearch,Amazon Web Services/amazon/opendistro-for-elasticsearch,image,Amazon Web Services,The Docker image for Open Distro,verified_publisher,0,108,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/264aef86d4435f02e3b80a9b14eaa140.jpg?s=80&r=g&d=mm,2019-03-11 14:01:06.003214+00:00,2021-12-11 20:09:16.478370+00:00
rancher/nginx-ingress-controller,rancher/nginx-ingress-controller,Rancher Labs/rancher/nginx-ingress-controller,image,Rancher Labs,nan,verified_publisher,0,10,0,verified_publisher,not_certified,[],['Linux'],"['x86-64', 'arm64', 'IBM Z']",https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2018-02-15 00:32:57.365282+00:00,2022-03-23 18:53:38.473007+00:00
bitnami/prometheus,bitnami/prometheus,Bitnami/bitnami/prometheus,image,Bitnami,Bitnami Docker Image for Prometheus,verified_publisher,0,80,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2018-04-04 14:36:04.576861+00:00,2022-04-12 18:34:04.950982+00:00
rancher/istio-proxyv2,rancher/istio-proxyv2,Rancher Labs/rancher/istio-proxyv2,image,Rancher Labs,nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2019-06-10 22:46:01.963315+00:00,2021-02-08 21:53:48.665842+00:00
docker/whalesay,docker/whalesay,"Docker, Inc./docker/whalesay",image,"Docker, Inc.",An image for use in the Docker demo tutorial,verified_publisher,0,712,0,verified_publisher,not_certified,[],[],[],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2015-06-09 18:16:36.527329+00:00,2015-06-19 19:06:27.388123+00:00
bitnami/fluentd,bitnami/fluentd,Bitnami/bitnami/fluentd,image,Bitnami,Bitnami Docker Image for Fluentd,verified_publisher,0,8,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2018-04-04 10:15:28.486998+00:00,2022-04-12 10:38:58.381131+00:00
circleci/mongo,circleci/mongo,CircleCI/circleci/mongo,image,CircleCI,CircleCI images for MongoDB,verified_publisher,0,11,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/0cbfb7f53476ae35e7f14c7ab3cef284.jpg?s=80&r=g&d=mm,2018-06-15 22:28:42.201861+00:00,2022-02-22 15:46:34.330998+00:00
grafana/agent,grafana/agent,Grafana Labs/grafana/agent,image,Grafana Labs,nan,verified_publisher,0,3,0,verified_publisher,not_certified,[],"['Linux', 'Windows']","['arm64', 'ppc64le', 'x86-64', 'arm']",https://secure.gravatar.com/avatar/31cea69afa424609b2d83621b4d47f1d.jpg?s=80&r=g&d=mm,2020-03-09 19:33:21.950572+00:00,2022-04-11 19:00:39.648635+00:00
bitnami/postgresql-repmgr,bitnami/postgresql-repmgr,Bitnami/bitnami/postgresql-repmgr,image,Bitnami,nan,verified_publisher,0,17,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2019-08-30 14:01:18.967563+00:00,2022-04-13 00:44:49.520159+00:00
rancher/klipper-lb,rancher/klipper-lb,Rancher Labs/rancher/klipper-lb,image,Rancher Labs,nan,verified_publisher,0,1,0,verified_publisher,not_certified,[],['Linux'],"['x86-64', 'arm', 'arm64', 'IBM Z']",https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2019-02-02 05:15:41.312612+00:00,2022-01-24 11:34:00.411311+00:00
circleci/php,circleci/php,CircleCI/circleci/php,image,CircleCI,CircleCI images for PHP,verified_publisher,0,33,0,verified_publisher,not_certified,[],"['', 'Linux']","['', 'x86-64']",https://secure.gravatar.com/avatar/0cbfb7f53476ae35e7f14c7ab3cef284.jpg?s=80&r=g&d=mm,2017-04-23 23:20:28.908803+00:00,2021-12-18 00:32:47.557673+00:00
bitnami/node,bitnami/node,Bitnami/bitnami/node,image,Bitnami,Bitnami Node.js Docker Image,verified_publisher,0,61,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2015-06-16 00:41:05.232200+00:00,2022-04-12 21:37:51.700442+00:00
docker/getting-started,docker/getting-started,"Docker, Inc./docker/getting-started",image,"Docker, Inc.",Getting Started tutorial for Docker,verified_publisher,0,33,0,verified_publisher,not_certified,[],['Linux'],"['arm64', 'x86-64']",https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2020-01-31 00:34:16.022761+00:00,2022-04-11 15:34:12.708602+00:00
docker/dockerfile-copy,docker/dockerfile-copy,"Docker, Inc./docker/dockerfile-copy",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],"['ppc64le', 'IBM Z', 'x86-64', 'arm', 'arm64']",https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2018-08-17 21:07:38.553199+00:00,2018-11-06 18:51:42.732921+00:00
rancher/lb-service-haproxy,rancher/lb-service-haproxy,Rancher Labs/rancher/lb-service-haproxy,image,Rancher Labs,nan,verified_publisher,0,7,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2016-09-08 16:33:12.297728+00:00,2020-05-01 19:07:08.798340+00:00
bitnami/grafana,bitnami/grafana,Bitnami/bitnami/grafana,image,Bitnami,Bitnami Docker Image for Grafana,verified_publisher,0,23,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2018-04-04 11:28:19.413606+00:00,2022-04-12 20:41:20.959812+00:00
rancher/calico-cni,rancher/calico-cni,Rancher Labs/rancher/calico-cni,image,Rancher Labs,nan,verified_publisher,0,1,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2018-02-03 17:36:57.991156+00:00,2021-04-30 14:27:53.243346+00:00
grafana/fluent-bit-plugin-loki,grafana/fluent-bit-plugin-loki,Grafana Labs/grafana/fluent-bit-plugin-loki,image,Grafana Labs,nan,verified_publisher,0,4,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/31cea69afa424609b2d83621b4d47f1d.jpg?s=80&r=g&d=mm,2019-09-24 21:01:07.311198+00:00,2022-04-11 19:16:30.252638+00:00
circleci/android,circleci/android,CircleCI/circleci/android,image,CircleCI,CircleCI images for Android,verified_publisher,0,70,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/0cbfb7f53476ae35e7f14c7ab3cef284.jpg?s=80&r=g&d=mm,2018-08-10 18:42:53.595033+00:00,2021-08-23 00:33:09.198465+00:00
bitnami/mongodb-exporter,bitnami/mongodb-exporter,Bitnami/bitnami/mongodb-exporter,image,Bitnami,nan,verified_publisher,0,6,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2019-08-08 10:31:14.848747+00:00,2022-04-12 18:02:44.933082+00:00
rancher/mirrored-istio-proxyv2,rancher/mirrored-istio-proxyv2,Rancher Labs/rancher/mirrored-istio-proxyv2,image,Rancher Labs,nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2021-02-18 21:36:16.546521+00:00,2022-04-12 15:48:38.642133+00:00
rancher/network-manager,rancher/network-manager,Rancher Labs/rancher/network-manager,image,Rancher Labs,nan,verified_publisher,0,3,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2016-12-02 18:37:55.774874+00:00,2018-07-08 17:50:11.330509+00:00
rancher/os,rancher/os,Rancher Labs/rancher/os,image,Rancher Labs,Rancher OS installation container,verified_publisher,0,55,0,verified_publisher,not_certified,[],"['', 'Linux']","['arm64', 'x86-64']",https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2015-03-19 20:16:41.431454+00:00,2021-10-29 19:38:22.818958+00:00
cimg/base,cimg/base,CircleCI/cimg/base,image,CircleCI,nan,verified_publisher,0,9,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/0cbfb7f53476ae35e7f14c7ab3cef284.jpg?s=80&r=g&d=mm,2019-05-29 14:40:58.380175+00:00,2022-04-08 16:59:24.156127+00:00
bitnami/kubeapps-asset-syncer,bitnami/kubeapps-asset-syncer,Bitnami/bitnami/kubeapps-asset-syncer,image,Bitnami,Bitnami Docker Image for Kubeapps Asset Syncer,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2020-01-08 16:21:42.221417+00:00,2022-04-07 15:27:24.609819+00:00
rancher/coreos-flannel,rancher/coreos-flannel,Rancher Labs/rancher/coreos-flannel,image,Rancher Labs,nan,verified_publisher,0,2,0,verified_publisher,not_certified,[],['Linux'],"['x86-64', 'arm64']",https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2018-02-03 18:03:49.397399+00:00,2020-09-21 20:13:05.579736+00:00
rancher/fleet,rancher/fleet,Rancher Labs/rancher/fleet,image,Rancher Labs,Rancher Fleet Manager,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],"['IBM Z', 'x86-64', 'arm', 'arm64']",https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2020-03-29 16:45:11.634062+00:00,2022-03-28 20:59:27.186165+00:00
bitnami/testlink,bitnami/testlink,Bitnami/bitnami/testlink,image,Bitnami,Bitnami Docker Image for Testlink,verified_publisher,0,56,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2016-07-05 09:42:25.760315+00:00,2022-03-23 15:37:06.938786+00:00
amazon/aws-ebs-csi-driver,amazon/aws-ebs-csi-driver,Amazon Web Services/amazon/aws-ebs-csi-driver,image,Amazon Web Services,Amazon Elastic Block Store CSI Driver,verified_publisher,0,3,0,verified_publisher,not_certified,[],"['Windows', 'Linux']","['x86-64', 'arm64']",https://secure.gravatar.com/avatar/264aef86d4435f02e3b80a9b14eaa140.jpg?s=80&r=g&d=mm,2018-10-29 23:27:00.653703+00:00,2022-04-08 17:36:22.760909+00:00
rancher/metadata,rancher/metadata,Rancher Labs/rancher/metadata,image,Rancher Labs,nan,verified_publisher,0,2,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2016-10-10 04:51:22.601148+00:00,2018-07-09 03:01:15.142521+00:00
balena/armv7hf-supervisor,balena/armv7hf-supervisor,balena/balena/armv7hf-supervisor,image,balena,nan,verified_publisher,0,1,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/e0519e80d6f7e5b7fd44989403ae4f9d.jpg?s=80&r=g&d=mm,2018-10-26 09:03:59.788141+00:00,2021-12-22 03:11:48.649383+00:00
docker/ucp-interlock,docker/ucp-interlock,"Docker, Inc./docker/ucp-interlock",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-12-07 16:08:26.542259+00:00,2020-06-26 17:32:19.524864+00:00
puppet/puppetserver,puppet/puppetserver,puppet/puppet/puppetserver,image,puppet,A Docker Image for running Puppet Server. Will try and connect to a linked PuppetDB instance.,verified_publisher,0,109,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/fdd009b7c1ec96e088b389f773e87aec.jpg?s=80&r=g&d=mm,2016-05-27 09:39:35.244365+00:00,2022-04-12 13:27:16.490440+00:00
rancher/mirrored-pause,rancher/mirrored-pause,Rancher Labs/rancher/mirrored-pause,image,Rancher Labs,nan,verified_publisher,0,2,0,verified_publisher,not_certified,[],"['Linux', 'Windows']","['x86-64', 'arm', 'arm64', 'IBM Z']",https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2021-03-18 19:37:17.709970+00:00,2022-04-11 16:51:30.035370+00:00
rancher/dns,rancher/dns,Rancher Labs/rancher/dns,image,Rancher Labs,nan,verified_publisher,0,3,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2016-10-30 06:07:22.991915+00:00,2018-07-09 21:41:05.799075+00:00
rancher/healthcheck,rancher/healthcheck,Rancher Labs/rancher/healthcheck,image,Rancher Labs,nan,verified_publisher,0,3,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2016-11-01 22:45:44.640634+00:00,2018-07-09 04:10:19.941267+00:00
bitnami/alertmanager,bitnami/alertmanager,Bitnami/bitnami/alertmanager,image,Bitnami,Bitnami Docker Image for Alertmanager,verified_publisher,0,6,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2018-04-05 09:21:52.836954+00:00,2022-04-12 07:45:34.965613+00:00
rancher/gitjob,rancher/gitjob,Rancher Labs/rancher/gitjob,image,Rancher Labs,nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],"['x86-64', 'arm64', 'IBM Z']",https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2020-08-14 18:23:53.891796+00:00,2022-02-10 09:32:10.901769+00:00
atlassian/bitbucket-server,atlassian/bitbucket-server,Atlassian/atlassian/bitbucket-server,image,Atlassian,"On-premises source code management for Git that's secure, fast, and enterprise grade.",verified_publisher,0,359,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/14a1dfcf20cb05fbb75ea0a163d34acc.jpg?s=80&r=g&d=mm,2015-09-23 05:23:50.008325+00:00,2022-04-10 07:03:55.295580+00:00
bitnami/ruby,bitnami/ruby,Bitnami/bitnami/ruby,image,Bitnami,Bitnami Ruby Docker Image,verified_publisher,0,20,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2015-06-17 01:24:29.512152+00:00,2022-04-12 18:37:39.671717+00:00
bitnami/mariadb-galera,bitnami/mariadb-galera,Bitnami/bitnami/mariadb-galera,image,Bitnami,nan,verified_publisher,0,16,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2019-07-31 09:40:05.486902+00:00,2022-04-12 13:08:11.966460+00:00
docker/ucp-pause,docker/ucp-pause,"Docker, Inc./docker/ucp-pause",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-12-07 16:11:34.314342+00:00,2020-06-26 17:32:29.558488+00:00
docker/ucp-controller,docker/ucp-controller,"Docker, Inc./docker/ucp-controller",image,"Docker, Inc.",Please refer to the docker/ucp image for more information,verified_publisher,0,5,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2015-12-28 23:55:47.931378+00:00,2020-06-26 17:32:08.046036+00:00
docker/ucp-auth-store,docker/ucp-auth-store,"Docker, Inc./docker/ucp-auth-store",image,"Docker, Inc.",Please refer to the docker/ucp image for more information,verified_publisher,0,0,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2016-05-05 03:12:47.221402+00:00,2020-06-26 17:31:50.842074+00:00
docker/ucp-etcd,docker/ucp-etcd,"Docker, Inc./docker/ucp-etcd",image,"Docker, Inc.",Please refer to the docker/ucp image for more information,verified_publisher,0,0,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2015-12-28 23:56:40.401115+00:00,2020-06-26 17:32:11.561981+00:00
docker/ucp-swarm,docker/ucp-swarm,"Docker, Inc./docker/ucp-swarm",image,"Docker, Inc.",Please refer to the docker/ucp image for more information,verified_publisher,0,2,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2016-02-17 03:43:49.058008+00:00,2020-06-26 17:32:31.481533+00:00
docker/ucp-cfssl,docker/ucp-cfssl,"Docker, Inc./docker/ucp-cfssl",image,"Docker, Inc.",Please refer to the docker/ucp image for more information,verified_publisher,0,1,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2015-12-28 23:55:28.782399+00:00,2020-06-26 17:32:02.710518+00:00
docker/ucp-dsinfo,docker/ucp-dsinfo,"Docker, Inc./docker/ucp-dsinfo",image,"Docker, Inc.",Please refer to the docker/ucp image for more information,verified_publisher,0,0,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2016-01-11 18:25:46.157189+00:00,2020-06-26 17:32:10.103237+00:00
docker/ucp-metrics,docker/ucp-metrics,"Docker, Inc./docker/ucp-metrics",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-01-10 19:11:55.959378+00:00,2020-06-26 17:32:28.375920+00:00
bitnami/nats,bitnami/nats,Bitnami/bitnami/nats,image,Bitnami,nan,verified_publisher,0,6,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2018-05-31 08:12:05.167228+00:00,2022-04-13 00:02:52.191009+00:00
docker/ucp-compose,docker/ucp-compose,"Docker, Inc./docker/ucp-compose",image,"Docker, Inc.",Please refer to the docker/ucp image for more information,verified_publisher,0,1,0,verified_publisher,not_certified,[],"['', 'Linux']",['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2016-05-05 03:28:31.211638+00:00,2020-06-26 17:32:05.628085+00:00
docker/ucp-hyperkube,docker/ucp-hyperkube,"Docker, Inc./docker/ucp-hyperkube",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-12-07 02:12:00.662115+00:00,2020-06-26 17:32:13.332322+00:00
docker/ucp-interlock-extension,docker/ucp-interlock-extension,"Docker, Inc./docker/ucp-interlock-extension",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-12-07 16:08:57.946846+00:00,2020-06-26 17:32:16.431749+00:00
docker/ucp-calico-node,docker/ucp-calico-node,"Docker, Inc./docker/ucp-calico-node",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-12-07 16:10:44.243953+00:00,2020-06-26 17:32:00.267012+00:00
docker/ucp-calico-cni,docker/ucp-calico-cni,"Docker, Inc./docker/ucp-calico-cni",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-12-07 16:11:07.738118+00:00,2020-06-26 17:31:56.976588+00:00
rancher/klipper-helm,rancher/klipper-helm,Rancher Labs/rancher/klipper-helm,image,Rancher Labs,nan,verified_publisher,0,1,0,verified_publisher,not_certified,[],['Linux'],"['x86-64', 'arm', 'arm64', 'IBM Z']",https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2019-02-04 22:19:26.608380+00:00,2022-04-07 17:12:45.457847+00:00
docker/ucp-kube-compose,docker/ucp-kube-compose,"Docker, Inc./docker/ucp-kube-compose",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-12-07 16:07:57.412064+00:00,2020-06-26 17:32:22.061746+00:00
docker/ucp-calico-kube-controllers,docker/ucp-calico-kube-controllers,"Docker, Inc./docker/ucp-calico-kube-controllers",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-12-07 16:10:22.695342+00:00,2020-06-26 17:31:58.177012+00:00
docker/ucp-kube-dns-sidecar,docker/ucp-kube-dns-sidecar,"Docker, Inc./docker/ucp-kube-dns-sidecar",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-10-06 04:50:58.590563+00:00,2020-06-26 17:32:25.259138+00:00
docker/ucp-kube-dns,docker/ucp-kube-dns,"Docker, Inc./docker/ucp-kube-dns",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-10-06 04:49:28.601015+00:00,2020-06-26 17:32:26.413069+00:00
docker/ucp-kube-dns-dnsmasq-nanny,docker/ucp-kube-dns-dnsmasq-nanny,"Docker, Inc./docker/ucp-kube-dns-dnsmasq-nanny",image,"Docker, Inc.",nan,verified_publisher,0,0,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/56b6e15d486f6407690a6cb56e3fa68e.jpg?s=80&r=g&d=mm,2017-10-06 04:50:32.259379+00:00,2020-06-26 17:32:23.812870+00:00
percona/percona-xtradb-cluster,percona/percona-xtradb-cluster,Percona/percona/percona-xtradb-cluster,image,Percona,Percona XtraDB Cluster docker image | https://github.com/percona-lab/percona-docker/,verified_publisher,0,153,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/5f02b19a52725a3dc324baf483b584d7.jpg?s=80&r=g&d=mm,2016-06-09 21:00:54.656985+00:00,2022-04-11 11:58:55.920804+00:00
atlassian/jira-software,atlassian/jira-software,Atlassian/atlassian/jira-software,image,Atlassian,Jira Software is a software development tool used by agile teams.,verified_publisher,0,256,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/14a1dfcf20cb05fbb75ea0a163d34acc.jpg?s=80&r=g&d=mm,2019-08-02 02:30:34.406383+00:00,2022-04-12 13:08:18.809344+00:00
continuumio/miniconda3,continuumio/miniconda3,continuumio/continuumio/miniconda3,image,continuumio,Powerful and flexible package manager,verified_publisher,0,320,0,verified_publisher,not_certified,[],"['Linux', 'Windows']","['arm64', 'ppc64le', 'IBM Z', 'x86-64']",https://secure.gravatar.com/avatar/efd894f72d91dc072e33523af0f9ca19.jpg?s=80&r=g&d=mm,2015-02-24 20:26:13.944205+00:00,2022-01-07 16:05:34.294698+00:00
bitnami/git,bitnami/git,Bitnami/bitnami/git,image,Bitnami,Bitnami Git Docker Image,verified_publisher,0,20,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2018-10-25 14:54:22.805516+00:00,2022-04-12 20:59:52.120883+00:00
rancher/log-aggregator,rancher/log-aggregator,Rancher Labs/rancher/log-aggregator,image,Rancher Labs,nan,verified_publisher,0,1,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/00000000000000000000000000000000.jpg?s=80&r=g&d=mm,2018-04-10 03:41:32.274879+00:00,2021-08-04 18:42:52.025883+00:00
bitnami/nginx-ingress-controller,bitnami/nginx-ingress-controller,Bitnami/bitnami/nginx-ingress-controller,image,Bitnami,Bitnami Docker Image for NGINX Ingress Controller,verified_publisher,0,17,0,verified_publisher,not_certified,[],['Linux'],['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2018-08-23 10:55:17.524285+00:00,2022-04-12 18:05:30.574306+00:00
bitnami/kibana,bitnami/kibana,Bitnami/bitnami/kibana,image,Bitnami,Bitnami Docker Image for Kibana!,verified_publisher,0,21,0,verified_publisher,not_certified,[],"['Linux', '']",['x86-64'],https://secure.gravatar.com/avatar/b6d982581a58a6a39d12c5d5355dde23.jpg?s=80&r=g&d=mm,2016-08-30 16:18:42.615424+00:00,2022-04-11 10:09:25.748240+00:00
